position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
736;norwich;norwich;Norwich Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Norfolk);East;east;;;;;;; ; ;; ; ;; ; ;;;;;;;344,1998203;6,277777778;17;642;87,34547936;631,1777778;;66,28367111;224;<b>Norwich Castle</b><br><br><img src='http://www.topcastles.com/images/large/norwich.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=norwich<br><br>736. Norwich Castle<br>Country: England<br>Region: East<br>Place: (Norfolk);Norwich Castle
737;hainburg;hainburg;Burg Hainburg;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Hainburg an der Dona;Niederöstenreich;niederoesterreich;;;;;;;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Beschadigd;Damaged;3; ; ;;;;344,1926767;4,4;4;230;193,1029741;440,8;;270,3441637;0;<b>Burg Hainburg</b><br><br><img src='http://www.topcastles.com/images/large/hainburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hainburg<br><br>737. Burg Hainburg<br>Country: Austria<br>Region: Niederöstenreich<br>Place: Hainburg an der Dona;Burg Hainburg
738;heeswijk;heeswijk;Kasteel Heeswijk-Dinther;Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Heeswijk;Noord Brabant;noord_brabant;51,6558333;5,4411111;;Hendrik van der Leck;Hendrik van der Leck;15;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1; ; ;Gebouwd op de plaats waar in de 11de eeuw een motteburcht stond. Het kasteel met voorburcht is in de 19de-eeuw gerestaureerd en uitgebreid met de Ijzertoren en een kruisgang.;Gebouwd op de plaats waar in de 11de eeuw een motteburcht stond. Het kasteel met voorburcht is in de 19de-eeuw gerestaureerd en uitgebreid met de Ijzertoren en een kruisgang.;;343,8759494;7,721518987;78;964;0;787,7518987;2004;0;0;<b>Kasteel Heeswijk-Dinther</b><br><br><img src='http://www.topcastles.com/images/large/heeswijk.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=heeswijk<br><br>738. Kasteel Heeswijk-Dinther<br>Country: Netherlands<br>Region: Noord Brabant<br>Place: Heeswijk;Kasteel Heeswijk-Dinther
739;atienza;atienza;Castillo de Atienza;Spain;Spanje;Zuid Europa;South Europe;Atienza (Guadalajara);Castilla-La Mancha;castilla-la_mancha;41,198126;-2,872546;;;;; ; ;; ; ;; ; ;; ; ;;;;343,7428571;7,142857143;6;871;40;715,4857143;;0;224;<b>Castillo de Atienza</b><br><br><img src='http://www.topcastles.com/images/large/atienza.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=atienza<br><br>739. Castillo de Atienza<br>Country: Spain<br>Region: Castilla-La Mancha<br>Place: Atienza (Guadalajara);Castillo de Atienza
740;miltenberg;miltenberg;Mildenburg (Miltenberg);Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Miltenberg a. Main;Bayern;bayern;49,698577;9,25074;;;;13; ; ;; ; ;; ; ;;;;;;;343,0804841;5,615384615;12;486;123,4569482;563,9384615;;172,8397274;0;<b>Mildenburg (Miltenberg)</b><br><br><img src='http://www.topcastles.com/images/large/miltenberg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=miltenberg<br><br>740. Mildenburg (Miltenberg)<br>Country: Germany<br>Region: Bayern<br>Place: Miltenberg a. Main;Mildenburg (Miltenberg)
741;rosendaal;rosendaal;Kasteel Rosendaal;Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Rosendaal;Gelderland;gelderland;52,00946511;5,963947109;;Graven van Gelre;Counts of Gelre;14;Waterburcht (Slot);Water castle;3;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3;De graven van Gelre woonden hier in de 14de- en 15de-eeuw.;De graven van Gelre woonden hier in de 14de- en 15de-eeuw.;De ronde donjon is de grootste in Nederland, 16 meter in doorsnede. Het vierkante huis ernaast en de bijgebouwen stammen uit de 18de-eeuw.;De ronde donjon is de grootste in Nederland, 16 meter in doorsnede. Het vierkante huis ernaast en de bijgebouwen stammen uit de 18de-eeuw.;;342,9253807;6,452380952;41;717;73,56259233;653,4380952;;102,9876293;0;<b>Kasteel Rosendaal</b><br><br><img src='http://www.topcastles.com/images/large/rosendaal.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=rosendaal<br><br>741. Kasteel Rosendaal<br>Country: Netherlands<br>Region: Gelderland<br>Place: Rosendaal;Kasteel Rosendaal
742;rumelikavak;rumeli+kavak;Rumeli Kavak;Turkey;Turkije;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;Rumeli Kavagi;;;;;;;;12;Hoogteburcht;Mountain castle;1; ; ;;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;342,8379171;5,333333333;2;412;139,968056;533,7333333;;111,9552784;336;<b>Rumeli Kavak</b><br><br><img src='http://www.topcastles.com/images/large/rumelikavak.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=rumelikavak<br><br>742. Rumeli Kavak<br>Country: Turkey<br>Region: <br>Place: Rumeli Kavagi;Rumeli Kavak
743;lipnice;Lipnice+Sázavou;Hrad Lipnice nad Sázavou (Lipnitz);Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Lipnice nad Sázavou;Vyso?ina (Hochland);vysocina;;;;;;12;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Beschadigd;Damaged;3;;;;;http://www.hrad-landstejn.eu/en/;342,6835073;5,875;7;557;109,1483415;588,9;;124,8076781;112;<b>Hrad Lipnice nad Sázavou (Lipnitz)</b><br><br><img src='http://www.topcastles.com/images/large/lipnice.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=lipnice<br><br>743. Hrad Lipnice nad Sázavou (Lipnitz)<br>Country: Czechia<br>Region: Vyso?ina (Hochland)<br>Place: Lipnice nad Sázavou;Hrad Lipnice nad Sázavou (Lipnitz)
744;gracarjev;gracarjev;Grad Gracarjev turn (Feistenberg);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Krka;krka;;;;;;14; ; ;; ; ;;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;342,4237499;6,428571429;6;699;78,21686501;644,0571429;;53,50361102;224;<b>Grad Gracarjev turn (Feistenberg)</b><br><br><img src='http://www.topcastles.com/images/large/gracarjev.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=gracarjev<br><br>744. Grad Gracarjev turn (Feistenberg)<br>Country: Slovenia<br>Region: Krka<br>Place: ;Grad Gracarjev turn (Feistenberg)
745;arco;arco;Castello di Arco;Italy;Italië;Zuid Europa, Alpen, Heilige Roomse Rijk;South Europe, Alps, Holy Roman Empire;;Trento (Zuid-Tirol, Trentino);trento;45,921667;10,887778;;;;; ; ;; ; ;; ; ;; ; ;;;;342,004232;5,8;4;540;112,8935911;580,8;;158,0510275;0;<b>Castello di Arco</b><br><br><img src='http://www.topcastles.com/images/large/arco.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=arco<br><br>745. Castello di Arco<br>Country: Italy<br>Region: Trento (Zuid-Tirol, Trentino)<br>Place: ;Castello di Arco
746;peveril;peveril;Peveril Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Derbyshire);East Midlands;east_midlands;;;;;;; ; ;; ; ;; ; ;;;;;;;341,9;7,1;9;872;40;711,8;;0;224;<b>Peveril Castle</b><br><br><img src='http://www.topcastles.com/images/large/peveril.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=peveril<br><br>746. Peveril Castle<br>Country: England<br>Region: East Midlands<br>Place: (Derbyshire);Peveril Castle
747;miravet;miravet;Castillo de Miravet ;Spain;Spanje;Zuid Europa;South Europe;Tarragona;Catalunya;catalunya;41,033333;0,6;;;;; ; ;; ; ;; ; ;;;;;;;341,9;7,1;9;873;40;711,8;;0;224;<b>Castillo de Miravet </b><br><br><img src='http://www.topcastles.com/images/large/miravet.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=miravet<br><br>747. Castillo de Miravet <br>Country: Spain<br>Region: Catalunya<br>Place: Tarragona;Castillo de Miravet 
748;montmuran;montmuran+iffs;Château de Montmuran ;France;Frankrijk;;;Les Iffs;Bretagne;bretagne;48,293611;-1,860833;;;;; ; ;; ; ;; ; ;; ; ;;;http://www.chateau-montmuran.com;341,6537105;7,444444444;8;941;20,70165368;746,0444444;;28,98231515;0;<b>Château de Montmuran </b><br><br><img src='http://www.topcastles.com/images/large/montmuran.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montmuran<br><br>748. Château de Montmuran <br>Country: France<br>Region: Bretagne<br>Place: Les Iffs;Château de Montmuran 
749;mussomeli;mussomeli;Castello Manfredonico (Mussomeli);Italy;Italië;Zuid Europa;South Europe;;Sicilië (Sicilia);sicilia;37,577618;13,771478;;;;;Rotskasteel;Rock castle;2; ; ;; ; ;; ; ;;;;340,9265508;6,875;7;813;51,64061203;688,9;;44,29685684;112;<b>Castello Manfredonico (Mussomeli)</b><br><br><img src='http://www.topcastles.com/images/large/mussomeli.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=mussomeli<br><br>749. Castello Manfredonico (Mussomeli)<br>Country: Italy<br>Region: Sicilië (Sicilia)<br>Place: ;Castello Manfredonico (Mussomeli)
750;bolsena;bolsena;Castello di Bolsena;Italy;Italië;Zuid Europa, Alpen, Heilige Roomse Rijk;South Europe, Alps, Holy Roman Empire;Bolsena;Lazio;lazio;42,644722;11,985833;;;;;Stadsburcht;City castle;5; ; ;;Intakt;Intact;1; ; ;;;;340,7641656;6,090909091;10;613;94,6874567;611,0909091;;132,5624394;0;<b>Castello di Bolsena</b><br><br><img src='http://www.topcastles.com/images/large/bolsena.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=bolsena<br><br>750. Castello di Bolsena<br>Country: Italy<br>Region: Lazio<br>Place: Bolsena;Castello di Bolsena
751;hohandlau;Haut-Andlau;Haut-Andlau (Hohandlau);France;Frankrijk;Heilige Roomse Rijk;Holy Roman Empire;;Elzas (Alsace);alsace;48,401389;7,4125;;;;13; ; ;; ; ;; ; ;;;;;;;340,5017361;5,5;11;469;127,1130401;552,2;;177,9582561;0;<b>Haut-Andlau (Hohandlau)</b><br><br><img src='http://www.topcastles.com/images/large/hohandlau.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hohandlau<br><br>751. Haut-Andlau (Hohandlau)<br>Country: France<br>Region: Elzas (Alsace)<br>Place: ;Haut-Andlau (Hohandlau)
752;maniace;maniace;Castello di Maniace;Italy;Italië;Zuid Europa;South Europe;Maniace;Sicilië (Sicilia);sicilia;37,053056;15,295556;;;;; ; ;; ; ;; ; ;;;;;;;340,4548125;6,333333333;8;663;81,09793979;634,9333333;;85,53711571;112;<b>Castello di Maniace</b><br><br><img src='http://www.topcastles.com/images/large/maniace.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=maniace<br><br>752. Castello di Maniace<br>Country: Italy<br>Region: Sicilië (Sicilia)<br>Place: Maniace;Castello di Maniace
753;spontin;spontin;Château de Spontin;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Spontin;Namen;namen;50,32309999;5,007940524;;;;13;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1;;;;;;340,2;7,75;27;965;0;780,4;2004;0;0;<b>Château de Spontin</b><br><br><img src='http://www.topcastles.com/images/large/spontin.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=spontin<br><br>753. Château de Spontin<br>Country: Belgium<br>Region: Namen<br>Place: Spontin;Château de Spontin
754;termoli;termoli;Castello Svevo (Termoli);Italy;Italië;Zuid Europa;South Europe;Termoli;Abruzzi;abruzzi;42,00424;14,99638;;Keizer Frederick II van het heilige roomse rijk;Emperor Frederick II of the holy roman empire;; ; ;; ; ;; ; ;; ; ;;;;339,993191;4,833333333;5;308;164,2516937;484,3333333;;201,9523712;112;<b>Castello Svevo (Termoli)</b><br><br><img src='http://www.topcastles.com/images/large/termoli.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=termoli<br><br>754. Castello Svevo (Termoli)<br>Country: Italy<br>Region: Abruzzi<br>Place: Termoli;Castello Svevo (Termoli)
755;mauterndorf;mauterndorf;Burg Mauterndorf (Mautendorf);Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;;Salzburg;salzburg;;;;;;13;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.salzburg-burgen.at/de/mauterndorf/;339,8437236;5,857142857;6;561;107,0962009;586,9142857;;149,9346812;0;<b>Burg Mauterndorf (Mautendorf)</b><br><br><img src='http://www.topcastles.com/images/large/mauterndorf.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=mauterndorf<br><br>755. Burg Mauterndorf (Mautendorf)<br>Country: Austria<br>Region: Salzburg<br>Place: ;Burg Mauterndorf (Mautendorf)
756;van;van;Van Kalesi;Turkey;Turkije;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;339,3661439;6,083333333;11;615;93,44386363;610,5333333;;46,82140909;336;<b>Van Kalesi</b><br><br><img src='http://www.topcastles.com/images/large/van.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=van<br><br>756. Van Kalesi<br>Country: Turkey<br>Region: <br>Place: ;Van Kalesi
757;dalkeith;dalkey;Dalkey;Republic of Ireland;Ierland;Britse Eilanden;British isles;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;339,3030952;5,5;3;473;126,6701057;550,6;;71,33814802;424;<b>Dalkey</b><br><br><img src='http://www.topcastles.com/images/large/dalkeith.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dalkeith<br><br>757. Dalkey<br>Country: Republic of Ireland<br>Region: <br>Place: ;Dalkey
758;godesburg;godesburg;Godesburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Godesberg;Nordrhein-Westfalen;nordrhein-westfalen;50,6851166;7,150675;;;;; ; ;; ; ;; ; ;; ; ;;;;339,2958223;5,3;9;432;137,1064692;531,8;;191,9490569;0;<b>Godesburg</b><br><br><img src='http://www.topcastles.com/images/large/godesburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=godesburg<br><br>758. Godesburg<br>Country: Germany<br>Region: Nordrhein-Westfalen<br>Place: Godesberg;Godesburg
759;sabbionara;sabbionara;Castello di Sabbionara;Italy;Italië;Zuid Europa, Alpen, Heilige Roomse Rijk;South Europe, Alps, Holy Roman Empire;Trentino;Trento (Zuid-Tirol, Trentino);trento;45,746297;10,952111;;Castelbarco;Castelbarco;11;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Intakt;Intact;1; ; ;;;;339,2231309;7,25;15;931;28,02570101;728;2007;39,23598141;0;<b>Castello di Sabbionara</b><br><br><img src='http://www.topcastles.com/images/large/sabbionara.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=sabbionara<br><br>759. Castello di Sabbionara<br>Country: Italy<br>Region: Trento (Zuid-Tirol, Trentino)<br>Place: Trentino;Castello di Sabbionara
760;melfi;melfi;Castello di Melfi;Italy;Italië;Zuid Europa;South Europe;Melfi;Basilicata (Lucania);basilicata;40,998334;15,653039;;;;;Stadsburcht;City castle;5; ; ;;Beschadigd;Damaged;3; ; ;;;;339,170374;6;4;594;98,63374892;600,8;;110,0872485;112;<b>Castello di Melfi</b><br><br><img src='http://www.topcastles.com/images/large/melfi.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=melfi<br><br>760. Castello di Melfi<br>Country: Italy<br>Region: Basilicata (Lucania)<br>Place: Melfi;Castello di Melfi
761;montaigle;montaigle;Ruines de Montaigle;Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Falaen;Namen;namen;50,29327583;4,815709054;;Gwijde van Vlaanderen;Gwijde of Flanders;14;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4;;;;;http://www.montaigle.be/;338,8569647;7;24;842;40,5077385;704,8;2004;56,7108339;0;<b>Ruines de Montaigle</b><br><br><img src='http://www.topcastles.com/images/large/montaigle.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=montaigle<br><br>761. Ruines de Montaigle<br>Country: Belgium<br>Region: Namen<br>Place: Falaen;Ruines de Montaigle
762;crupet;crupet;Château de Carondelet (Crupet);Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Crupet;Namen;namen;50,34988079;4,959923678;;;;13;Waterburcht (Slot);Water castle;3;Donjon buiten weermuren;Donjon outside curtain wall;8;Intakt;Intact;1;;;;;;338,7351351;7,702702703;36;966;0;777,4702703;;0;0;<b>Château de Carondelet (Crupet)</b><br><br><img src='http://www.topcastles.com/images/large/crupet.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=crupet<br><br>762. Château de Carondelet (Crupet)<br>Country: Belgium<br>Region: Namen<br>Place: Crupet;Château de Carondelet (Crupet)
763;cox;cox;Castillo de Cox (Castillo de Ayala, Castillo de Santa Bárbara);Spain;Spanje;Zuid Europa;South Europe;;Valencia;valencia;38,349;-0,478;;;;;Rotskasteel;Rock castle;2; ; ;; ; ;; ; ;;;;338,4631173;6,125;7;628;90,57013034;613,9;;70,79818248;224;<b>Castillo de Cox (Castillo de Ayala, Castillo de Santa Bárbara)</b><br><br><img src='http://www.topcastles.com/images/large/cox.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=cox<br><br>763. Castillo de Cox (Castillo de Ayala, Castillo de Santa Bárbara)<br>Country: Spain<br>Region: Valencia<br>Place: ;Castillo de Cox (Castillo de Ayala, Castillo de Santa Bárbara)
764;schachenstein;schachenstein;Schachenstein (Schachenturm bei Scheifling);Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Thörl;Steiermark;steiermark;;;;;;15;Rotskasteel;Rock castle;2;Toren of compact kasteel;Tower or compact castle;4;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;338,3491094;6;6;600;97,49901046;601,2;;136,4986147;0;<b>Schachenstein (Schachenturm bei Scheifling)</b><br><br><img src='http://www.topcastles.com/images/large/schachenstein.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=schachenstein<br><br>764. Schachenstein (Schachenturm bei Scheifling)<br>Country: Austria<br>Region: Steiermark<br>Place: Thörl;Schachenstein (Schachenturm bei Scheifling)
765;ewloe;ewloe;Ewloe Castle;Wales;Wales;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;;Clwyd;clwyd;;;;;;; ; ;; ; ;; ; ;;;;;;;338,2;7,75;7;967;0;776,4;;0;0;<b>Ewloe Castle</b><br><br><img src='http://www.topcastles.com/images/large/ewloe.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ewloe<br><br>765. Ewloe Castle<br>Country: Wales<br>Region: Clwyd<br>Place: ;Ewloe Castle
766;mammertshofen;mammertshofen;Schloss Mammertshofen;Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Roggwil (Kanton Thurgau);Ostschweiz;ostschweiz;47,494722;9,398056;;;;13;Hoogteburcht;Mountain castle;1;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;338,0491094;6;3;601;97,49901046;600,6;;136,4986147;0;<b>Schloss Mammertshofen</b><br><br><img src='http://www.topcastles.com/images/large/mammertshofen.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=mammertshofen<br><br>766. Schloss Mammertshofen<br>Country: Switzerland<br>Region: Ostschweiz<br>Place: Roggwil (Kanton Thurgau);Schloss Mammertshofen
767;oostvoorne;oostvoorne;Burcht van Oostvoorne;Netherlands;Nederland;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Oostvoorne;Zuid Holland;zuid_holland;51,91638889;4,103888889;;;;13;Hoogteburcht;Mountain castle;1;Ringburcht;Ringwork;3;Ruïne/Restant;Ruined/Partly remained;4;;;;;http://www.oostvoorne.org/burcht/;337,7697723;5,35483871;30;454;130,0309298;541,483871;;182,0433018;0;<b>Burcht van Oostvoorne</b><br><br><img src='http://www.topcastles.com/images/large/oostvoorne.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=oostvoorne<br><br>767. Burcht van Oostvoorne<br>Country: Netherlands<br>Region: Zuid Holland<br>Place: Oostvoorne;Burcht van Oostvoorne
768;marschlins;marschlins;Schloss Marschlins;Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Igis (Kanton Graubünden);Ostschweiz;ostschweiz;46,954444;9,584444;;;;13;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5; ; ;; ; ;;;;337,4451006;5,75;3;553;110,7167784;575,6;;155,0034898;0;<b>Schloss Marschlins</b><br><br><img src='http://www.topcastles.com/images/large/marschlins.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=marschlins<br><br>768. Schloss Marschlins<br>Country: Switzerland<br>Region: Ostschweiz<br>Place: Igis (Kanton Graubünden);Schloss Marschlins
769;mirow;mirow;Mirow ;Poland;Polen;Oost Europa;Eastern Europe;Mirow;Malopolskie (Lesser Poland);malopolskie;50,61438;19,475482;;;;;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Ruïne/Restant;Ruined/Partly remained;4;;;;;;337,4;7;14;874;40;702,8;;0;224;<b>Mirow </b><br><br><img src='http://www.topcastles.com/images/large/mirow.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=mirow<br><br>769. Mirow <br>Country: Poland<br>Region: Malopolskie (Lesser Poland)<br>Place: Mirow;Mirow 
770;westerlo;westerlo;Kasteel Merode (Westerlo);Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Westerlo;Antwerpen;antwerpen;51,08388991;4,917181755;;;;;Waterburcht (Slot);Water castle;3;Toren of compact kasteel;Tower or compact castle;4;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;337,0142857;7,714285714;13;968;0;774,0285714;;0;0;<b>Kasteel Merode (Westerlo)</b><br><br><img src='http://www.topcastles.com/images/large/westerlo.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=westerlo<br><br>770. Kasteel Merode (Westerlo)<br>Country: Belgium<br>Region: Antwerpen<br>Place: Westerlo;Kasteel Merode (Westerlo)
771;pombal;pombal;Castelo de Pombal;Portugal;Portugal;Zuid Europa;South Europe;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;336,9920226;4,333333333;2;241;189,0281732;433,7333333;;152,6394425;448;<b>Castelo de Pombal</b><br><br><img src='http://www.topcastles.com/images/large/pombal.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=pombal<br><br>771. Castelo de Pombal<br>Country: Portugal<br>Region: <br>Place: ;Castelo de Pombal
772;ozalj;ozalj;Stari grad Ozalj;Croatia;Kroatië;Oost Europa, Balkan;Eastern Europe, Balkans;Karlovac;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;336,8857143;6,285714286;6;677;80;629,7714286;;0;448;<b>Stari grad Ozalj</b><br><br><img src='http://www.topcastles.com/images/large/ozalj.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ozalj<br><br>772. Stari grad Ozalj<br>Country: Croatia<br>Region: <br>Place: Karlovac;Stari grad Ozalj
773;burgdorf;burgdorf;Schloss Burgdorf;Switzerland;Zwitserland;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Burgdorf (Kanton Bern);Mittelland;mittelland;47,055;7,629167;;;;;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;336,5651844;6,666666667;5;799;58,5909456;667,6666667;;82,02732385;0;<b>Schloss Burgdorf</b><br><br><img src='http://www.topcastles.com/images/large/burgdorf.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=burgdorf<br><br>773. Schloss Burgdorf<br>Country: Switzerland<br>Region: Mittelland<br>Place: Burgdorf (Kanton Bern);Schloss Burgdorf
774;moya;moya;Castillo de Moya;Spain;Spanje;Zuid Europa;South Europe;Moya (Cuenca);Castilla-La Mancha;castilla-la_mancha;39,948931;-1,365652;;;;; ; ;; ; ;; ; ;; ; ;;;;336,4;7;4;875;40;700,8;;0;224;<b>Castillo de Moya</b><br><br><img src='http://www.topcastles.com/images/large/moya.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=moya<br><br>774. Castillo de Moya<br>Country: Spain<br>Region: Castilla-La Mancha<br>Place: Moya (Cuenca);Castillo de Moya
